Title,Company,Location,Description,Job Link
Software Engineer (LMTS/SMTS),Slack,"Bellevue, WA","To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.  Job Category  Software Engineering  Job Details    We’re Salesforce, the Customer Company, inspiring the future of business with AI+ Data +CRM. Leading with our core values, we help companies across every industry blaze new trails and connect with customers in a whole new way. And, we empower you to be a Trailblazer, too — driving your performance and career growth, charting new paths, and improving the state of the world. If you believe in business as the greatest platform for change and in companies doing well and doing good – you’ve come to the right place.  Lead/Senior Software Engineer, Product Security Foundations  About Slack Product Security:  Our Product Security Team supports the following tenet of Slack’s mission: make people’s working lives more secure. We’re serious about building a simple-to-use yet secure product, and most importantly, protecting our customers’ data. We take a systematic approach to security and strive to ensure we provide low friction, and high-impact security across everything we do. As a member of the Product Security team, you care about shipping secure products and ensuring the way in for the bad actors is never through the front door (or the back)! You are passionate about enabling our developers to ship secure products. You think about your team as not fixing bugs but developing effective ways to prevent them. Your work will directly impact the way millions of people, teams, and businesses get things done using Slack.  Slack has a positive, diverse, and supportive culture—we look for people who are inquisitive, inventive, and work to be a little better every single day. In our work together we aim to be smart, humble, hardworking, and, above all, collaborative. If this sounds like a good fit for you, read on ahead!    Slack’s Product Security Foundations (PSF) group is a dedicated software engineering team within Product Security focused on streamlining the process of secure development, ensuring it is user-friendly for all engineers. A critical aspect of this is creating standardized methods, libraries, tools, and services for engineers across Slack. Join an existing, high-performance, thoughtful team and help make the secure choice the easy one for all of the engineers at Slack! Examples of work this team owns include authorization frameworks that support Slack APIs, core authentication libraries, safe image and attachment processing, in addition to other secure by default libraries.  What you will be doing    What you should have    Accommodations  If you require assistance due to a disability applying for open positions please submit a request via this Accommodations Request Form.  Posting Statement  Salesforce is an equal opportunity employer and maintains a policy of non-discrimination with all employees and applicants for employment. What does that mean exactly? It means that at Salesforce, we believe in equality for all. And we believe we can lead the path to equality in part by creating a workplace that’s inclusive, and free from discrimination. Know your rights: workplace discrimination is illegal. Any employee or potential employee will be assessed on the basis of merit, competence and qualifications – without regard to race, religion, color, national origin, sex, sexual orientation, gender expression or identity, transgender status, age, disability, veteran or marital status, political viewpoint, or other classifications protected by law. This policy applies to current and prospective employees, no matter where they are in their Salesforce employment journey. It also applies to recruiting, hiring, job assignment, compensation, promotion, benefits, training, assessment of job performance, discipline, termination, and everything in between. Recruiting, hiring, and promotion decisions at Salesforce are fair and based on merit. The same goes for compensation, benefits, promotions, transfers, reduction in workforce, recall, training, and education.  Pursuant to the San Francisco Fair Chance Ordinance and the Los Angeles Fair Chance Initiative for Hiring, Salesforce will consider for employment qualified applicants with arrest and conviction records.  For Washington-based roles, the base salary hiring range for this position is $157,600 to $306,600.  For California-based roles, the base salary hiring range for this position is $172,000 to $334,600.  Compensation offered will be determined by factors such as location, level, job-related knowledge, skills, and experience. Certain roles may be eligible for incentive compensation, equity, benefits. More details about our company benefits can be found at the following link: https://www.salesforcebenefits.com. Show more",https://www.linkedin.com/jobs/view/software-engineer-lmts-smts-at-slack-4208290267?position=33&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=gbMyN4rPcOzxG2gOEgBLOw%3D%3D
Staff Software Engineer I,Etsy,"Brooklyn, NY","Company Description  Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect millions of entrepreneurs with millions of buyers around the world. As an Etsy Inc. employee, whether a team member of Etsy, Reverb, or Depop, you will tackle unique, meaningful, and large-scale problems alongside passionate coworkers, all the while making a rewarding impact and Keeping Commerce Human.    $204,000.00 - $240,000.00    We are looking for a Staff Software Engineer I to lead Etsy’s Service Platform initiative and team. You will be directing and implementing solutions to significantly complex, often unscoped problems. Your work will extend to all parts of the domain and will also influence your entire department and customers working in other domains. You will set the technical direction for your teammates, improve the overall quality of engineering done on your team, and consistently take steps to support the growth and success of your teammates.  This is a full-time position reporting to the Senior Engineering Manager of Etsy’s Developer & Service Platform group. In addition to salary, you will also be eligible for an equity package, an annual performance bonus, and our competitive benefits that support you and your family as part of your total rewards package at Etsy.  For this role, we are considering candidates based in the United States. Candidates living within commutable distance of Etsy’s Brooklyn Office Hub or in the San Francisco Bay Area may be the first to be considered. For candidates within commutable distance, Etsy requires in-office attendance once or twice per week depending on your proximity to the office. Etsy offers different work modes to meet the variety of needs and preferences of our team. Learn more details about our work modes and workplace safety policies here.    This role is situated in an established Service Platform team that is part of a newly created organization focused on Developer and Service Platform tooling and support within our Foundation initiative. Etsy has invested in foundational infrastructure and has built its own service platform supporting a wide range of teams and use cases. Etsy is seeking a senior engineering individual contributor who can bring industry-grounded experience to lead technical designs and planning, contribute to and support, and guide decision-making around our service platform ecosystem.            What's Next  If you're interested in joining the team at Etsy, please share your resume with us and feel free to include a cover letter if you'd like. As we hope you've seen already, Etsy is a place that values individuality and variety. We don't want you to be like everyone else -- we want you to be like you! So tell us what you're all about.  Our Promise  At Etsy, we believe that a diverse, equitable and inclusive workplace furthers relevance, resilience, and longevity. We encourage people from all backgrounds, ages, abilities, and experiences to apply. Etsy is proud to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or veteran status, or any other characteristic protected by applicable law. If, due to a disability, you need an accommodation during any part of the application or interview process, please let your recruiter know. While Etsy supports visa sponsorship, sponsorship opportunities may be limited to certain roles and skills. Show more",https://www.linkedin.com/jobs/view/staff-software-engineer-i-at-etsy-4208763418?position=34&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=KcVLj%2FOAPiKuHBKWgaD6Ug%3D%3D
Backend Software Engineer,Pinterest,"San Francisco, CA","About Pinterest  Millions of people around the world come to our platform to find creative ideas, dream about new possibilities and plan for memories that will last a lifetime. At Pinterest, we’re on a mission to bring everyone the inspiration to create a life they love, and that starts with the people behind the product.  Discover a career where you ignite innovation for millions, transform passion into growth opportunities, celebrate each other’s unique experiences and embrace the flexibility to do your best work. Creating a career you love? It’s Possible.  We are looking for inquisitive, well-rounded Backend engineers to join our Core and Monetization engineering teams. Working closely with product managers, designers, and backend engineers, you’ll play an important role in enabling the newest technologies and experiences. You will build robust frameworks & features. You will empower both developers and Pinners alike. You’ll have the opportunity to find creative solutions to thought-provoking problems. Even better, because we covet the kind of courageous thinking that’s required in order for big bets and smart risks to pay off, you’ll be invited to create and drive new initiatives, seeing them from inception through to technical design, implementation, and release.            This position is not eligible for relocation assistance.  At Pinterest we believe the workplace should be equitable, inclusive, and inspiring for every employee. In an effort to provide greater transparency, we are sharing the base salary range for this position. The position is also eligible for equity. Final salary is based on a number of factors including location, travel, relevant prior experience, or particular skills and expertise.    US based applicants only  $118,938—$244,872 USD    Pinterest is an equal opportunity employer and makes employment decisions on the basis of merit. We want to have the best qualified people in every job. All qualified applicants will receive consideration for employment without regard to race, color, ancestry, national origin, religion or religious creed, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, age, marital status, status as a protected veteran, physical or mental disability, medical condition, genetic information or characteristics (or those of a family member) or any other consideration made unlawful by applicable federal, state or local laws. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you require a medical or religious accommodation during the job application process, please complete this form for support.  Show more",https://www.linkedin.com/jobs/view/backend-software-engineer-at-pinterest-4197136474?position=35&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=rSzVQDUD08EtDYEiBGbEqA%3D%3D
"Associate Software Engineer, Backend Python",Venmo,"San Jose, CA","The Company PayPal has been revolutionizing commerce globally for more than 25 years. Creating innovative experiences that make moving money, selling, and shopping simple, personalized, and secure, PayPal empowers consumers and businesses in approximately 200 markets to join and thrive in the global economy.  We operate a global, two-sided network at scale that connects hundreds of millions of merchants and consumers. We help merchants and consumers connect, transact, and complete payments, whether they are online or in person. PayPal is more than a connection to third-party payment networks. We provide proprietary payment solutions accepted by merchants that enable the completion of payments on our platform on behalf of our customers.  We offer our customers the flexibility to use their accounts to purchase and receive payments for goods and services, as well as the ability to transfer and withdraw funds. We enable consumers to exchange funds more safely with merchants using a variety of funding sources, which may include a bank account, a PayPal or Venmo account balance, PayPal and Venmo branded credit products, a credit card, a debit card, certain cryptocurrencies, or other stored value products such as gift cards, and eligible credit card rewards. Our PayPal, Venmo, and Xoom products also make it safer and simpler for friends and family to transfer funds to each other. We offer merchants an end-to-end payments solution that provides authorization and settlement capabilities, as well as instant access to funds and payouts. We also help merchants connect with their customers, process exchanges and returns, and manage risk. We enable consumers to engage in cross-border shopping and merchants to extend their global reach while reducing the complexity and friction involved in enabling cross-border trade.  Our beliefs are the foundation for how we conduct business every day. We live each day guided by our core values of Inclusion, Innovation, Collaboration, and Wellness. Together, our values ensure that we work together as one global team with our customers at the center of everything we do – and they push us to ensure we take care of ourselves, each other, and our communities.   Meet Your Team PayPal is transforming global commerce. Our Engineering team is the heart of this transformation. We’re building innovative solutions that delight customers and drive business growth. Join our dynamic engineering team at PayPal, where you’ll have the opportunity to collaborate with talented peers and work on high-impact projects in an agile environment. We're not just building systems; we're creating scalable, high-performance solutions that make a real difference in global commerce. We prioritize code quality, customer focus, and rapid iteration. Our engineers work closely with design, product, and QA teams to deliver world-class experiences.     You'll design, develop, and optimize core systems that power millions of transactions daily, directly impacting our customers' experiences and our company's success.    As a you'll contribute to building robust backend systems. You'll collaborate closely with experienced engineers to learn and grow your skills.             For the majority of employees, PayPal's balanced hybrid work model offers 3 days in the office for effective in-person collaboration and 2 days at your choice of either the PayPal office or your home workspace, ensuring that you equally have the benefits and conveniences of both locations.    At PayPal, we’re committed to building an equitable and inclusive global economy. And we can’t do this without our most important asset—you. That’s why we offer benefits to help you thrive in every stage of life. We champion your financial, physical, and mental health by offering valuable benefits and resources to help you care for the whole you.  We have great benefits including a flexible work environment, employee shares options, health and life insurance and more. To learn more about our benefits please visit https://www.paypalbenefits.com    To learn more about our culture and community visit https://about.pypl.com/who-we-are/default.aspx    PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state, or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at paypalglobaltalentacquisition@paypal.com.    Our employees are central to advancing our mission, and we strive to create an environment where everyone can do their best work with a sense of purpose and belonging. Belonging at PayPal means creating a workplace with a sense of acceptance and security where all employees feel included and valued. We are proud to have a diverse workforce reflective of the merchants, consumers, and communities that we serve, and we continue to take tangible actions to cultivate inclusivity and belonging at PayPal.  Any general requests for consideration of your skills, please Join our Talent Community.  We know the confidence gap and imposter syndrome can get in the way of meeting spectacular candidates. Please don’t hesitate to apply.  Notice to Applicants and Employees who reside within New York city. Click https://careers.pypl.com/Contact-Us/default.aspx  to view the notice.  REQ ID R0124673 Show more",https://www.linkedin.com/jobs/view/associate-software-engineer-backend-python-at-venmo-4203621995?position=36&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=rSle6oRr3OLtLdwflVUDUw%3D%3D
Software Development Engineer I – Early Career 2025 University Grad,Blue Origin,"Los Angeles, CA","Application Close Date  Applications will be accepted on an ongoing basis until the requisition is closed.  At Blue Origin, we envision millions of people living and working in space for the benefit of Earth. We’re working to develop reusable, safe, and low-cost space vehicles and systems within a culture of safety, collaboration, and inclusion. Join our diverse team of problem solvers as we add new chapters to the history of spaceflight!  We are collaborators, doers, and problem-solvers who are relentlessly committed to a culture of safety. This position will directly impact the history of space exploration and will require your commitment and detailed attention towards safe and repeatable space flight. Join us in lowering the cost of access to space and enabling Blue Origin’s vision of millions of people living and working in space to benefit Earth.                        We are solving challenging, new problems and we need people to represent a wide variety of perspectives. Experience in aerospace is not a requirement. We value broad academic and industry experiences such as Tech, Oil & Gas, Nuclear, Automotive, and more.  When you apply, include your internship, co-curricular and research experience in your resume. Please also include the relevant programming languages you have used in these settings. If you haven’t yet used a tool in a professional setting, please include relevant coursework that demonstrates your preparation for these roles.    CA applicants is $99,445.00-$139,222.65;CO applicants is $91,158.00-$127,621.20;WA applicants is $99,445.00-$139,222.65      Don’t meet all desired requirements? Studies have shown that some people are less likely to apply to jobs unless they meet every single desired qualification. At Blue Origin, we are dedicated to building a diverse, inclusive, and authentic workplace, so if you’re excited about this role but your past experience doesn’t align perfectly with every desired qualification in the job description, we encourage you to apply anyway. You may be just the right candidate for this or other roles.    Applicants for employment at Blue Origin must be a U.S. citizen or national, U.S. permanent resident (i.e. current Green Card holder), or lawfully admitted into the U.S. as a refugee or granted asylum.            Blue Origin is proud to be an Equal Opportunity/Affirmative Action Employer and is committed to attracting, retaining, and developing a highly qualified, diverse, and dedicated work force. Blue Origin hires and promotes people on the basis of their qualifications, performance, and abilities. We support the establishment and maintenance of a workplace that fosters trust, equality, and teamwork, in which all employees recognize and appreciate the diversity of individual team members. We provide all qualified applicants for employment and employees with equal opportunities for hire, promotion, and other terms and conditions of employment, regardless of their race, color, religion, gender, sexual orientation, gender identity, national origin/ethnicity, age, physical or mental disability, genetic factors, military/veteran status, or any other status or characteristic protected by federal, state, and/or local law. Blue Origin will consider for employment qualified applicants with criminal histories in a manner consistent with applicable federal, state, and local laws, including the Washington Fair Chance Act, the California Fair Chance Act, the Los Angeles Fair Chance in Hiring Ordinance, and other applicable laws. For more information on “EEO Is the Law,” please see here.    Applicants wishing to receive information on Blue Origin’s Affirmative Action Plans, or applicants requiring a reasonable accommodation in order to participate in the application and/or interview process, please contact us at EEOCompliance@blueorigin.com.    If you are a California resident, please reference the CA Applicant Privacy Notice here. Show more",https://www.linkedin.com/jobs/view/software-development-engineer-i-%E2%80%93-early-career-2025-university-grad-at-blue-origin-4193918335?position=37&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=LETQIF4oPSC4ryP6mP3uKg%3D%3D
Backend Software Engineer,Pinterest,United States,"About Pinterest  Millions of people around the world come to our platform to find creative ideas, dream about new possibilities and plan for memories that will last a lifetime. At Pinterest, we’re on a mission to bring everyone the inspiration to create a life they love, and that starts with the people behind the product.  Discover a career where you ignite innovation for millions, transform passion into growth opportunities, celebrate each other’s unique experiences and embrace the flexibility to do your best work. Creating a career you love? It’s Possible.  We are looking for inquisitive, well-rounded Backend engineers to join our Core and Monetization engineering teams. Working closely with product managers, designers, and backend engineers, you’ll play an important role in enabling the newest technologies and experiences. You will build robust frameworks & features. You will empower both developers and Pinners alike. You’ll have the opportunity to find creative solutions to thought-provoking problems. Even better, because we covet the kind of courageous thinking that’s required in order for big bets and smart risks to pay off, you’ll be invited to create and drive new initiatives, seeing them from inception through to technical design, implementation, and release.            This position is not eligible for relocation assistance.  At Pinterest we believe the workplace should be equitable, inclusive, and inspiring for every employee. In an effort to provide greater transparency, we are sharing the base salary range for this position. The position is also eligible for equity. Final salary is based on a number of factors including location, travel, relevant prior experience, or particular skills and expertise.    US based applicants only  $118,938—$244,872 USD    Pinterest is an equal opportunity employer and makes employment decisions on the basis of merit. We want to have the best qualified people in every job. All qualified applicants will receive consideration for employment without regard to race, color, ancestry, national origin, religion or religious creed, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, age, marital status, status as a protected veteran, physical or mental disability, medical condition, genetic information or characteristics (or those of a family member) or any other consideration made unlawful by applicable federal, state or local laws. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you require a medical or religious accommodation during the job application process, please complete this form for support.  Show more",https://www.linkedin.com/jobs/view/backend-software-engineer-at-pinterest-4197139336?position=38&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=zwLbzpf1LB2%2FuScv5L%2Fuaw%3D%3D
Software Engineer - Front End,"Lowe's Companies, Inc.","Charlotte, NC","Your Impact:  The primary purpose of this role is to translate business requirements and functional specifications into logical program designs and to deliver code modules, stable application systems, and software solutions. This includes strong knowledge of HTML5, CSS3, JavaScript (ES6+), and CSS preprocessors (SASS, LESS).  Knowledge of responsive and mobile-first design principles, build tools (Webpack, Babel, Parcel, Vite), and version control using Git and Git workflows.    As part of a Fortune 50 company and retail leader, your work can change an entire industry. Our CEO is a forward-thinker when it comes to tech, and with one of Forbes' Top 50 CIOs leading the charge, you can come to work knowing you’ll have access to the data, tools, and support that few other companies can offer. We also know what it takes to create an inclusive culture that supports you. Our teams are structured around the engineer, giving you the support you need to do your best work. Since we’ve been in business for over 100 years, we’ve built an excellent track record of growth and success. There’s peace of mind knowing you have the stability and resources you need to focus on solving tough challenges. And as you solve these challenges, know you’ll be surrounded by supportive associates with curious minds who listen to you, respect you, and recognize your hard work.    This position is based on-site at Lowe's in Charlotte, NC. Lowe's Tech Hub is an ultra-modern work environment, complete with cutting-edge technology, collaborative workspaces, an on-site barista, Zen Garden, and other perks to enhance your work experience.    Translates complex business requirements and functional specifications into executable stories, designs, and code modules; partners with product teams to understand business needs and functional specifications.  Independently writes high quality, maintainable, and robust code by building adequate test suits and observability framework.                    Lowe’s Companies, Inc. (NYSE: LOW) is a FORTUNE® 50 home improvement company serving approximately 16 million customer transactions a week in the United States. With total fiscal year 2023 sales of more than $86 billion, Lowe’s operates over 1,700 home improvement stores and employs approximately 300,000 associates. Based in Mooresville, N.C., Lowe’s supports the communities it serves through programs focused on creating safe, affordable housing and helping to develop the next generation of skilled trade experts. For more information, visit Lowes.com.    Pay Range: $75,300.00 - $143,100.00 annually Starting rate of pay may vary based on factors including, but not limited to, position offered, location, education, training, and/or experience. For information regarding our benefit programs and eligibility, please visit https://talent.lowes.com/us/en/benefits. Show more",https://www.linkedin.com/jobs/view/software-engineer-front-end-at-lowe-s-companies-inc-4196342871?position=39&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=iXT8zW1kFqMqkUxqDwGG4Q%3D%3D
"Software Engineer, New College Grad - 2025",Visa,"Highlands Ranch, CO","Visa is a world leader in digital payments, facilitating more than 215 billion payments transactions between consumers, merchants, financial institutions and government entities across more than 200 countries and territories each year. Our mission is to connect the world through the most innovative, convenient, reliable and secure payments network, enabling individuals, businesses and economies to thrive.                                        Show more",https://www.linkedin.com/jobs/view/software-engineer-new-college-grad-2025-at-visa-4204495764?position=40&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=aIquxP4JcS56%2FGJIRSWjNg%3D%3D
"Software Engineer, Backend Python",Venmo,"San Jose, CA","The Company PayPal has been revolutionizing commerce globally for more than 25 years. Creating innovative experiences that make moving money, selling, and shopping simple, personalized, and secure, PayPal empowers consumers and businesses in approximately 200 markets to join and thrive in the global economy.  We operate a global, two-sided network at scale that connects hundreds of millions of merchants and consumers. We help merchants and consumers connect, transact, and complete payments, whether they are online or in person. PayPal is more than a connection to third-party payment networks. We provide proprietary payment solutions accepted by merchants that enable the completion of payments on our platform on behalf of our customers.  We offer our customers the flexibility to use their accounts to purchase and receive payments for goods and services, as well as the ability to transfer and withdraw funds. We enable consumers to exchange funds more safely with merchants using a variety of funding sources, which may include a bank account, a PayPal or Venmo account balance, PayPal and Venmo branded credit products, a credit card, a debit card, certain cryptocurrencies, or other stored value products such as gift cards, and eligible credit card rewards. Our PayPal, Venmo, and Xoom products also make it safer and simpler for friends and family to transfer funds to each other. We offer merchants an end-to-end payments solution that provides authorization and settlement capabilities, as well as instant access to funds and payouts. We also help merchants connect with their customers, process exchanges and returns, and manage risk. We enable consumers to engage in cross-border shopping and merchants to extend their global reach while reducing the complexity and friction involved in enabling cross-border trade.  Our beliefs are the foundation for how we conduct business every day. We live each day guided by our core values of Inclusion, Innovation, Collaboration, and Wellness. Together, our values ensure that we work together as one global team with our customers at the center of everything we do – and they push us to ensure we take care of ourselves, each other, and our communities.   Meet Your Team PayPal is transforming global commerce. Our Engineering team is the heart of this transformation. We’re building innovative solutions that delight customers and drive business growth. Join our dynamic engineering team at PayPal, where you’ll have the opportunity to collaborate with talented peers and work on high-impact projects in an agile environment. We're not just building systems; we're creating scalable, high-performance solutions that make a real difference in global commerce. We prioritize code quality, customer focus, and rapid iteration. Our engineers work closely with design, product, and QA teams to deliver world-class experiences.     You'll design, develop, and optimize core systems that power millions of transactions daily, directly impacting our customers' experiences and our company's success.    As a, you'll design and implement backend solutions. You'll collaborate with cross-functional teams to deliver high-quality products.             For the majority of employees, PayPal's balanced hybrid work model offers 3 days in the office for effective in-person collaboration and 2 days at your choice of either the PayPal office or your home workspace, ensuring that you equally have the benefits and conveniences of both locations.    At PayPal, we’re committed to building an equitable and inclusive global economy. And we can’t do this without our most important asset—you. That’s why we offer benefits to help you thrive in every stage of life. We champion your financial, physical, and mental health by offering valuable benefits and resources to help you care for the whole you.  We have great benefits including a flexible work environment, employee shares options, health and life insurance and more. To learn more about our benefits please visit https://www.paypalbenefits.com    To learn more about our culture and community visit https://about.pypl.com/who-we-are/default.aspx    PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state, or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at paypalglobaltalentacquisition@paypal.com.    Our employees are central to advancing our mission, and we strive to create an environment where everyone can do their best work with a sense of purpose and belonging. Belonging at PayPal means creating a workplace with a sense of acceptance and security where all employees feel included and valued. We are proud to have a diverse workforce reflective of the merchants, consumers, and communities that we serve, and we continue to take tangible actions to cultivate inclusivity and belonging at PayPal.  Any general requests for consideration of your skills, please Join our Talent Community.  We know the confidence gap and imposter syndrome can get in the way of meeting spectacular candidates. Please don’t hesitate to apply.  Notice to Applicants and Employees who reside within New York city. Click https://careers.pypl.com/Contact-Us/default.aspx  to view the notice.  REQ ID R0124674 Show more",https://www.linkedin.com/jobs/view/software-engineer-backend-python-at-venmo-4206052202?position=41&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=BhngXalaGiUEdHO9sv6JIw%3D%3D
"Software Engineer, Backend - Sora",OpenAI,"San Francisco, CA","About The Team  The Sora team is pioneering multimodal capabilities for OpenAI’s foundation models. We’re a hybrid research and product team focused on integrating multimodal functionalities into our AI products, ensuring they are reliable, user-friendly, and aligned with our mission of broad societal benefit.    We are seeking an experienced product engineer to drive the development of our multimodal product features. In this role, you will collaborate closely with product managers, designers, researchers, and fellow engineers to translate cutting-edge research into scalable, impactful products.  As we explore new frontiers in video-enabled AI and other modalities, you will help define our product strategy and build the foundations for these initiatives. We value engineers who take initiative, demonstrate strong product instincts, and maintain a user-centric focus in their work.              OpenAI is an AI research and deployment company dedicated to ensuring that general-purpose artificial intelligence benefits all of humanity. We push the boundaries of the capabilities of AI systems and seek to safely deploy them to the world through our products. AI is an extremely powerful tool that must be created with safety and human needs at its core, and to achieve our mission, we must encompass and value the many different perspectives, voices, and experiences that form the full spectrum of humanity.  We are an equal opportunity employer and do not discriminate on the basis of race, religion, national origin, gender, sexual orientation, age, veteran status, disability or any other legally protected status.  OpenAI Affirmative Action and Equal Employment Opportunity Policy Statement  For US Based Candidates: Pursuant to the San Francisco Fair Chance Ordinance, we will consider qualified applicants with arrest and conviction records.  We are committed to providing reasonable accommodations to applicants with disabilities, and requests can be made via this link.  OpenAI Global Applicant Privacy Policy  At OpenAI, we believe artificial intelligence has the potential to help people solve immense global challenges, and we want the upside of AI to be widely shared. Join us in shaping the future of technology. Show more",https://www.linkedin.com/jobs/view/software-engineer-backend-sora-at-openai-4201252102?position=42&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=heLD6diobRKW3rbGILrKtg%3D%3D
Software Engineer,Twitch,"San Francisco, CA","About Us  Twitch is the world’s biggest live streaming service, with global communities built around gaming, entertainment, music, sports, cooking, and more. It is where thousands of communities come together for whatever, every day.  We’re about community, inside and out. You’ll find coworkers who are eager to team up, collaborate, and smash (or elegantly solve) problems together. We’re on a quest to empower live communities, so if this sounds good to you, see what we’re up to on LinkedIn and X, and discover the projects we’re solving on our Blog. Be sure to explore our Interviewing Guide to learn how to ace our interview process.    The Twitch Ads team manages a comprehensive advertising ecosystem that balances revenue generation with user satisfaction. We deliver promotional content through multiple channels while maintaining seamless experiences for both viewers and creators. Our team owns critical ad services - from request handling to delivery - and integrates with Amazon's broader advertising infrastructure. These technical implementations drive essential business operations while preserving Twitch's unique viewer-creator relationship.  You will be reporting to the Senior Engineering Manager of the Ads Team and working closely with the Engineers within the Twitch Ads and Amazon Ads orgs. You will be working on building products and features to support unlocking exciting new ads functionality and opportunities.  This position is in San Francisco, CA.                            Job ID: TW8798    US Pay Per Year  $99,500—$200,000 USD    Show more",https://www.linkedin.com/jobs/view/software-engineer-at-twitch-4212212681?position=43&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=CjIZveLRouYqdSs0jX5esg%3D%3D
"Software Engineer, App Development",OpenAI,"San Francisco, CA","About The Team  The ChatGPT team works across research, engineering, product, and design to bring OpenAI’s technology to the world.  We seek to learn from deployment and broadly distribute the benefits of AI, while ensuring that this powerful tool is used responsibly and safely. We aim to make our innovative tools globally accessible, transcending geographic, economic, or platform barriers. Our commitment is to facilitate the use of AI to enhance lives, fostered by rigorous insights into how people use our products.    We are looking for experienced engineers across multiple specializations to help build and scale ChatGPT across various platforms, including web, desktop, and mobile. As part of this team, you will play a key role in designing and implementing advanced features, optimizing performance, and enhancing the user experience.                  OpenAI is an AI research and deployment company dedicated to ensuring that general-purpose artificial intelligence benefits all of humanity. We push the boundaries of the capabilities of AI systems and seek to safely deploy them to the world through our products. AI is an extremely powerful tool that must be created with safety and human needs at its core, and to achieve our mission, we must encompass and value the many different perspectives, voices, and experiences that form the full spectrum of humanity.  We are an equal opportunity employer and do not discriminate on the basis of race, religion, national origin, gender, sexual orientation, age, veteran status, disability or any other legally protected status.  OpenAI Affirmative Action and Equal Employment Opportunity Policy Statement  For US Based Candidates: Pursuant to the San Francisco Fair Chance Ordinance, we will consider qualified applicants with arrest and conviction records.  We are committed to providing reasonable accommodations to applicants with disabilities, and requests can be made via this link.  OpenAI Global Applicant Privacy Policy  At OpenAI, we believe artificial intelligence has the potential to help people solve immense global challenges, and we want the upside of AI to be widely shared. Join us in shaping the future of technology. Show more",https://www.linkedin.com/jobs/view/software-engineer-app-development-at-openai-4201251255?position=44&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=PGMkAFVJi7H1ig9tqaX6Mg%3D%3D
